bank_tier,current_version,target_version,version_jump_size,system_age_months,last_upgrade_months_ago,code_customization_percent,third_party_integrations,avg_transaction_volume,peak_transaction_volume,system_uptime_percent,avg_response_time_ms,incident_count_last_6months,unplanned_downtime_hours_last_year,infrastructure_model,server_count,database_size_gb,concurrent_users,network_bandwidth_mbps,power_stability_score,deployment_strategy,deployment_automation_level,pm_methodology,critical_incidents_last_year,test_environment_available,backup_verified,rollback_plan_exists,staff_training_completed,early_stage_testing_completed,cbn_compliance_verified,data_localization_compliant,cyber_security_framework_updated,bcp_dr_plan_tested,customer_satisfaction_score,customer_complaints_last_quarter,digital_banking_adoption_percent,service_disruption_tolerance_hours,upgrade_window_hours,business_critical_period,regulatory_compliance_required,dedicated_team_size,vendor_support_available,budget_allocated_usd,external_consultant_engaged,upgrade_success,upgrade_risk_score,system_health_score
tier3,v10.1,v9.0,major_1x,39,31,24.59360827119236,33,167830,237188,95.56283529778912,407,8,12,public_cloud,15,21634,4627,1016,84.55618454230425,canary,58.70257673475665,scrum,1,1,1,1,1,1,1,1,1,1,71.02320729050409,9,52.55899439600708,5,27,0,0,7,1,2334878,1,1,66.5732247870819,59.64141764889456
tier3,v9.2,v9.0,minor,32,22,45.66047693197637,19,84112,656618,98.72949968805561,255,5,34,private_cloud,23,21389,1494,1708,81.32759103079067,canary,67.07997954284755,scrum,6,1,1,1,0,0,1,1,0,1,63.22559118208924,15,44.91961669885729,6,59,0,0,13,0,1737835,1,1,77.2474132963369,62.26474984402782
tier1,v8.2,v9.2,major_1x,49,4,42.210720725627084,36,134782,984122,97.6893405217831,1637,13,33,on_premise,44,31963,4273,5461,96.1517958448354,rolling,85.09268215042337,scrum,6,1,0,1,1,1,1,1,1,1,93.97046714282607,16,48.69227923835175,6,43,0,0,10,1,4099919,1,1,100.0,10.604670260891538
tier2,v9.2,v10.1,major_2x,76,19,24.92000027442332,18,270051,726903,96.1579078018742,1532,2,35,private_cloud,36,19213,6227,2143,81.90644525612801,canary,40.067756430985405,agile,2,0,1,1,1,1,1,1,1,0,87.40543755093854,17,72.09071667867892,9,50,0,0,14,1,2117509,1,1,71.72284782293048,43.93895390093711
tier3,v9.0,v11.0,major_1x,64,29,55.732349537293786,32,320968,314674,96.49840506277873,411,7,5,on_premise,11,18557,4976,2553,67.61924081919585,blue_green,16.418564847837047,waterfall,3,1,1,1,1,0,0,1,1,1,75.42793454628274,15,77.82131346272469,10,39,1,1,11,1,1876439,1,1,100.0,66.52920253138936
tier2,v8.5,v9.0,major_2x,83,5,26.282409634157958,10,383727,647858,95.48021098052662,1376,1,10,hybrid_cloud,30,25346,1823,4285,72.62446918591706,blue_green,62.52871762298837,agile,4,1,1,1,0,1,1,1,1,0,84.46513041831092,13,79.48107703019771,10,45,0,1,7,0,3138480,1,1,48.457449280271355,62.22010549026332
tier3,v8.2,v10.1,minor,18,7,30.171649005504115,24,280722,623554,95.831155096683,737,4,19,on_premise,6,20770,3207,1221,69.31231106612893,canary,63.83657213035953,waterfall,6,0,1,0,0,0,1,0,1,1,86.20521512135205,11,63.635073358836394,8,11,0,1,10,1,2194143,0,1,92.83000245001826,61.67557754834151
tier3,v9.0,v11.0,major_2x,13,39,15.89124760014236,32,294472,581142,96.43094213723963,1263,9,12,on_premise,8,24769,4069,5762,73.0565263127982,big_bang,31.693878190618854,kanban,3,0,1,1,0,0,1,1,1,1,76.32993181766417,15,49.3319874206849,7,6,0,1,10,1,1525765,1,1,100.0,39.955471068619815
tier2,v8.2,v10.5,major_1x,78,10,55.994352585856824,31,170877,197740,97.62131966381405,877,3,25,on_premise,34,24226,3369,7376,97.23427343760133,rolling,13.537615803440325,agile,3,1,1,1,0,0,1,1,0,1,75.27097379320517,10,58.9466385713292,8,8,0,1,8,0,3441174,0,1,75.94462423208036,59.77065983190704
tier2,v10.1,v10.1,major_1x,103,21,30.731228327531305,42,185643,505234,95.93346309416316,1565,11,33,hybrid_cloud,21,30200,1805,1956,91.96790346677317,rolling,19.764249350192177,kanban,7,0,1,1,0,1,1,1,1,0,64.21719330745367,8,44.848742107140815,6,34,1,0,14,1,3221834,1,1,100.0,17.166731547081582
tier2,v9.2,v10.1,minor,45,31,28.216682197633144,9,405214,665056,98.10411325097118,1206,6,33,on_premise,20,34054,2062,7769,77.18568550820166,rolling,39.008442782350386,agile,3,1,1,1,1,1,1,1,1,0,84.27736209908548,5,45.52285774774336,5,6,0,1,12,1,2880116,1,1,58.928214420070844,40.432056625485586
tier1,v10.1,v10.1,major_2x,47,39,35.62392281961755,40,355048,606015,99.30618692284048,552,14,26,on_premise,36,32267,6182,4631,93.59452070812178,canary,57.43854388672678,agile,0,1,1,1,1,0,1,0,1,1,84.01917658646427,10,64.22673761548006,5,33,1,0,15,1,4323314,1,1,100.0,33.61309346142025
tier1,v8.5,v10.5,major_1x,59,40,71.98211495036149,46,107553,543809,98.11205769751301,875,12,21,private_cloud,39,32230,9846,7779,91.3519726319627,canary,39.697983120060215,kanban,4,1,1,1,0,1,1,0,1,1,85.18897320478028,13,49.674532131371,2,49,0,0,19,1,4231491,0,1,100.0,35.05602884875651
tier3,v10.1,v10.5,major_2x,46,5,40.94885914754896,16,261794,581675,96.29437521381756,1107,4,4,hybrid_cloud,29,21086,3455,2863,69.73639906352774,rolling,37.199827637263,scrum,3,1,1,1,1,1,0,1,1,0,77.62646772311506,14,65.94833532590265,5,42,0,1,5,0,1916953,1,1,89.10232979370004,62.00718760690877
tier2,v8.2,v10.1,minor,103,39,23.770985633826086,10,118143,231024,95.9013351725229,1360,12,37,on_premise,25,34204,2392,5481,75.16003111557394,big_bang,81.93062663867278,scrum,0,1,1,1,1,1,1,1,0,0,73.4646686185301,7,46.369171863321775,7,27,1,1,12,1,953616,1,1,100.0,16.250667586261457
tier3,v10.1,v9.2,minor,76,14,55.02351109418317,34,67524,213255,95.29471421457441,178,11,14,on_premise,21,17090,2001,3484,76.13090213850252,blue_green,10.930805917258269,waterfall,3,1,1,1,1,1,1,1,0,1,84.61443498964975,7,53.49672123915911,2,54,0,0,10,0,1308197,1,1,100.0,54.087357107287204
tier2,v8.2,v9.0,minor,72,36,26.76919293337218,33,409249,810146,98.32590813876251,770,13,17,hybrid_cloud,35,13286,4228,6924,80.70316201030067,canary,70.36145842924815,agile,4,1,1,1,1,1,1,1,1,0,82.89985081492603,8,68.56690736509195,3,38,0,1,5,1,2592186,1,1,88.52017088536707,36.26295406938125
microfinance,v8.5,v10.5,major_1x,66,30,32.68401113696645,25,260564,505085,97.17704950340959,901,9,12,on_premise,16,7534,1071,5097,72.17293237636906,blue_green,28.953667668292344,waterfall,2,1,0,0,1,0,1,0,1,0,70.71172590431503,13,68.41655098636504,3,55,1,1,5,1,590499,0,1,100.0,47.5685247517048
tier2,v10.1,v9.2,major_1x,48,43,48.09121532320572,28,251481,827657,97.31097674010874,1393,13,42,public_cloud,12,11231,4581,6682,73.50971575999668,rolling,59.20004998690231,kanban,7,1,0,1,1,1,1,0,1,1,85.72136199809911,12,59.17236585458179,2,38,0,0,11,1,3301619,0,1,100.0,10.795488370054372
tier2,v9.2,v10.5,major_1x,61,5,49.0616204143245,7,251746,771778,95.82429041324048,600,13,25,private_cloud,23,18983,4559,1466,86.76452802799176,canary,82.71830621957355,agile,0,1,1,1,1,1,1,1,0,1,91.32632670079701,8,44.77247955944644,4,43,0,1,8,1,2943721,1,1,91.41616047371735,34.41214520662024
microfinance,v9.2,v10.1,major_1x,58,25,14.845528131387676,19,40686,283332,95.79744450935672,127,3,9,on_premise,12,2501,1020,736,71.1669960972333,big_bang,29.194676676281226,agile,1,1,1,0,1,1,1,1,1,1,71.25281516795322,9,61.45156187785531,1,5,0,0,11,1,672055,0,1,66.38112289247334,81.85872225467836
tier3,v9.2,v9.2,major_2x,17,32,58.44383050466299,15,89884,562094,98.1357293743222,302,2,18,hybrid_cloud,22,18048,2934,3130,77.53507502523568,blue_green,12.146031084381839,kanban,1,1,1,0,1,1,1,1,0,1,88.56698179220004,14,58.989846961860565,10,34,0,1,4,1,1029279,1,1,71.40936857854098,78.02786468716108
tier2,v10.1,v11.0,minor,62,13,42.83544975671584,26,105700,701472,97.32514922503563,699,1,38,hybrid_cloud,36,26792,5647,2499,84.14353399819002,big_bang,72.1794696714285,scrum,0,1,1,1,0,0,1,1,1,1,82.54903904461891,5,69.61580511545164,3,25,0,1,10,0,1398108,1,1,53.427083399966946,62.68257461251781
tier3,v10.1,v9.0,minor,50,16,66.81062720051796,22,142294,237357,98.66034961028448,339,7,29,on_premise,16,19148,1203,5283,73.58384830912054,big_bang,22.941643167120375,scrum,1,1,0,1,0,1,1,1,1,1,71.77578940411087,9,68.32634976397172,5,24,0,0,9,1,2556551,0,1,100.0,57.050174805142234
tier2,v10.1,v9.0,major_2x,50,27,56.94716036721273,12,124343,390274,99.39108936823152,958,11,7,private_cloud,28,24819,6280,4299,75.97936406352416,rolling,77.9383169916978,kanban,1,1,1,1,1,1,1,1,1,1,82.51554902862779,19,81.60636159150364,4,46,0,1,14,1,2467129,1,1,100.0,44.03554468411576
tier2,v8.2,v10.5,major_1x,98,11,73.2594103349935,18,395069,304128,98.59960073420918,770,5,13,hybrid_cloud,34,10558,4436,5757,80.83239916657652,rolling,16.604426668937194,scrum,1,1,1,1,1,0,0,0,1,1,72.41796748491191,13,46.311094789299155,7,20,0,0,8,1,1088966,1,1,100.0,62.399800367104575
tier1,v8.5,v9.0,major_1x,93,14,45.18637330174748,26,473056,975766,96.73253586782403,500,8,50,private_cloud,18,16996,9224,4071,99.26605249102832,blue_green,34.378688247239836,scrum,5,1,1,1,0,1,1,1,1,1,78.97393624199205,12,64.26661687279129,3,46,0,1,7,1,3099102,1,1,66.63277075884669,39.36626793391201
tier1,v9.2,v11.0,major_1x,94,24,25.26777564123119,31,393443,500595,96.61367202192535,1770,9,40,on_premise,42,45566,2916,3010,91.21120076739949,blue_green,97.28588508324381,agile,6,1,1,1,1,1,1,1,1,1,93.0121118368898,12,85.38182195862183,1,40,0,0,14,1,2695241,1,1,71.15352653494088,15.906836010962685
tier3,v8.2,v9.2,major_1x,64,41,52.43473861138703,22,178627,374478,96.14065230434738,678,7,21,hybrid_cloud,12,19786,5469,5921,88.66168659730081,rolling,62.3365922400894,agile,6,1,1,1,1,1,1,1,0,1,71.84596250985443,9,68.79277522633276,6,37,0,0,4,1,668313,0,1,70.80828481569871,53.01032615217369
tier2,v9.2,v9.2,minor,80,22,60.52340714842396,16,371889,357468,99.3387098044625,257,6,42,public_cloud,31,21262,4599,2145,77.51980560725487,big_bang,26.802549312640465,waterfall,7,1,1,1,1,1,1,1,0,1,87.56097975742902,12,64.19689083073034,2,55,0,0,11,1,2648563,1,1,84.55592871064158,55.52935490223125
tier2,v8.2,v10.1,major_1x,30,36,64.97460303275317,30,333304,814697,96.75114579250638,1058,10,30,private_cloud,34,26670,1775,6170,89.14669765238895,canary,68.34664720612595,agile,1,1,1,1,1,1,1,1,1,1,63.84731499066905,6,68.46866425064066,6,27,1,0,9,1,2770297,0,1,78.06399305405112,32.21557289625319
tier3,v10.1,v9.2,major_2x,74,8,29.063522525274333,24,313809,547246,97.74944050656035,912,7,25,on_premise,9,24703,4003,1315,67.95925955680347,blue_green,11.522729968389221,waterfall,2,1,1,0,1,1,1,0,1,0,68.57024867698443,14,65.34207261281814,8,53,0,1,6,0,2121007,1,1,100.0,47.13472025328018
tier3,v9.2,v10.5,major_1x,73,19,40.54633704824915,16,237301,408198,98.64679484083459,270,4,20,on_premise,13,15852,3817,4960,77.0804496380521,big_bang,16.10268201961037,agile,6,0,1,0,1,1,1,1,1,1,71.88313935523671,7,58.35560451075153,8,58,1,1,6,0,1457546,0,1,87.3516477042061,71.92339742041729
tier2,v10.1,v11.0,minor,24,28,65.251505444538,10,75309,358998,98.67462867881083,626,9,42,hybrid_cloud,27,12035,2197,6401,86.32454353515465,canary,24.07975584516846,waterfall,6,1,1,1,0,1,1,1,1,1,83.87934744878929,6,83.57582637551735,8,25,1,0,10,1,3083001,0,1,70.07639676314817,38.81731433940543
tier3,v9.2,v10.1,major_1x,50,36,59.97672466526103,14,152855,656877,97.3627346213841,448,5,12,on_premise,19,8350,2168,5151,61.85096489875805,canary,8.763845561530644,waterfall,4,1,1,0,1,1,1,1,1,1,86.0194181634722,8,69.49633639089156,9,28,1,0,10,1,977243,1,1,65.34721129792699,68.72136731069205
tier1,v9.0,v10.5,minor,57,4,17.936060802676177,14,465964,800395,96.3407614119385,1084,2,49,hybrid_cloud,33,35534,4614,4323,86.45054871348118,blue_green,56.1895992384719,scrum,0,1,1,1,1,1,0,0,1,1,79.15032959626663,6,80.87190026939327,9,46,1,0,7,1,4175963,1,1,58.85447049447086,45.990380705969244
tier3,v8.2,v10.5,minor,69,33,49.33991310885562,30,71190,436564,95.8610545907528,449,6,12,on_premise,28,9148,1488,5525,66.62615665291872,big_bang,31.001551721699563,kanban,3,1,1,1,1,1,1,1,0,1,84.57244688454804,14,52.07117974307324,8,46,0,1,5,1,2433896,1,1,97.59411543122224,64.9505272953764
tier3,v9.0,v10.5,major_2x,59,16,45.540601744444515,8,98450,351610,96.9890401322542,401,0,23,on_premise,9,10120,4485,2006,82.67503631847705,canary,43.733897921183136,agile,5,1,1,1,0,1,0,1,0,0,77.45154429017983,9,72.87387527510352,8,42,0,0,9,0,1348070,1,1,80.25535426059477,78.97452006612711
microfinance,v8.2,v9.0,minor,88,24,15.588564156141032,30,158349,370996,98.23589319057457,445,9,6,hybrid_cloud,20,5213,804,3673,77.5210003139156,canary,42.25704666377363,waterfall,0,1,1,1,0,0,1,0,1,1,75.98705190994023,13,56.010341344999354,8,54,0,0,9,1,862667,1,1,98.13154130446557,60.21794659528729
tier1,v8.5,v10.5,major_2x,98,22,75.54966826491183,25,488243,535410,99.57061271678027,1867,12,44,hybrid_cloud,37,13345,4431,9628,95.61909444295654,canary,65.60393640576088,agile,7,1,1,1,0,1,1,1,1,1,93.08999061556769,8,83.37472520080006,1,51,0,0,5,1,3544153,0,1,100.0,4.445306358390127
tier1,v9.2,v9.0,major_1x,51,12,44.67021511777174,14,167952,988899,96.32858255391143,1587,15,13,hybrid_cloud,35,34383,8799,3220,100.0,blue_green,38.670055004258025,agile,1,1,1,1,1,1,1,1,1,1,71.70882790597527,11,57.22213292363347,3,34,0,0,11,0,3290679,1,1,99.55825043015632,14.924291276955714
tier2,v8.5,v9.2,major_1x,60,25,54.38673963345386,32,274239,295808,96.56199433503546,709,1,16,hybrid_cloud,26,17098,5679,2702,93.81611919023503,rolling,16.656509943323243,waterfall,3,1,1,0,0,1,1,1,1,1,85.17491988373247,10,77.1942513014687,4,56,1,1,15,1,1738994,0,1,34.37481515421956,73.10099716751773
tier2,v8.5,v9.0,major_1x,83,25,66.75108129537972,25,311381,757306,97.75794209784095,978,12,37,on_premise,29,27525,1637,6309,77.68181617313157,blue_green,65.03541726954374,kanban,3,1,1,1,1,0,1,1,1,0,66.86584360170741,11,44.35428149429208,3,51,1,0,10,1,1262616,1,1,100.0,24.818971048920474
tier2,v8.2,v10.5,minor,85,25,22.124878291519742,12,332346,609215,97.31553301244847,1636,8,29,private_cloud,39,31434,4764,5806,88.27147594211522,blue_green,33.52935480357787,scrum,5,0,1,1,1,1,1,1,1,1,89.03723426011634,6,60.9394313714222,7,32,0,1,14,1,1196564,1,1,73.79781030834788,27.437766506224236
microfinance,v9.0,v11.0,major_1x,15,40,55.71249287363589,27,59240,466736,95.51048699472545,517,4,28,on_premise,18,5243,3031,541,66.50892445195014,big_bang,17.082190672620253,waterfall,3,0,1,1,1,1,1,0,1,1,75.15281863333009,15,56.76201602304415,1,43,0,1,5,1,913628,0,1,100.0,61.415243497362724
tier2,v10.1,v11.0,major_2x,37,35,57.354080786760285,37,350199,498392,96.8860629190448,811,11,28,on_premise,13,15897,4618,3853,93.09028316282081,big_bang,61.94274589779728,scrum,5,1,1,1,1,1,1,1,0,1,72.33678650693143,13,46.5234172254477,6,40,0,0,7,1,1279227,1,1,100.0,35.2230314595224
tier2,v8.2,v9.2,major_1x,19,42,64.18942876883997,37,161874,796577,99.21132365690154,715,10,35,private_cloud,23,29684,5630,3184,89.92619549292978,big_bang,43.419793589546735,waterfall,5,1,1,1,1,0,1,1,1,1,63.28955799407508,8,67.55683096694041,2,64,0,1,12,0,3758082,1,1,100.0,37.805661828450766
tier3,v10.1,v10.5,major_1x,17,41,39.67658349994202,25,71705,618986,98.61988005145025,357,8,20,on_premise,9,24053,1546,2012,85.36831312334529,blue_green,19.089349722979584,waterfall,4,1,1,1,0,1,1,0,0,1,74.93431220974401,9,55.50634063929048,5,51,0,0,11,1,2516875,0,1,99.49819831107838,58.169940025725126
tier2,v8.5,v9.0,major_2x,100,12,16.395316966252874,13,409775,387049,97.64122197647286,1422,12,27,on_premise,39,24623,4951,8153,86.75152411765319,blue_green,67.60769329623749,scrum,0,1,1,0,0,1,0,0,1,0,91.706552489116,6,51.42593148917049,10,56,0,1,9,1,1148913,0,1,100.0,20.88061098823644
tier3,v10.1,v11.0,minor,90,27,49.317909502839484,14,242367,640783,97.49652718416162,323,5,9,hybrid_cloud,9,17591,1001,3255,76.63454199242794,blue_green,57.60826979873444,agile,2,1,0,1,1,1,1,1,0,1,61.322299156372274,18,42.45714345746377,9,33,0,1,12,0,1765027,1,1,93.37959574065047,72.78826359208081
tier1,v9.0,v10.1,minor,91,3,40.15771569036513,48,182474,388396,96.57323486050785,1673,15,14,hybrid_cloud,30,29011,4117,8822,86.44733631859523,canary,98.7493888242835,kanban,0,1,1,1,1,1,1,1,1,1,82.30176377508629,15,88.40199096915703,11,11,0,1,14,0,1488980,0,1,100.0,12.826617430253918
tier2,v8.2,v10.5,minor,43,31,38.26923481937538,28,125756,545124,98.3662259074518,1147,13,19,on_premise,34,25779,4393,7707,78.98358964471576,big_bang,45.36505376184046,scrum,0,1,1,0,0,1,1,1,1,1,62.9809061949403,13,66.33524255651464,6,38,0,1,12,1,999921,1,1,100.0,27.7431129537259
tier1,v9.0,v10.5,major_1x,27,45,44.408402235956444,23,460981,837125,95.82932125694668,1203,1,44,hybrid_cloud,44,40820,2814,4529,91.5606272795646,blue_green,18.11713853511286,agile,6,1,1,1,1,1,1,0,0,1,87.14029521406063,10,82.5449637717235,2,33,0,0,5,0,3720678,1,1,53.488941871359316,48.85466062847334
tier1,v9.0,v10.1,major_2x,72,20,47.69834379930179,37,283507,843230,96.56785962466545,1493,6,34,private_cloud,15,37057,8861,6548,95.25964695081396,rolling,58.96679230733481,scrum,3,1,1,1,0,0,1,1,1,1,70.47592012391405,4,62.44613877007455,10,32,1,1,7,0,4087014,1,1,87.12604173425109,33.42392981233273
microfinance,v8.2,v11.0,major_1x,73,26,45.640864039474764,13,215816,496154,95.13901989855015,1155,0,27,on_premise,18,10230,2542,3836,72.74222741372115,big_bang,4.325542795302598,scrum,0,0,1,1,1,1,1,1,1,1,63.92399993248223,14,63.585976981421894,5,48,1,0,3,0,849615,1,1,74.39828665517653,60.96950994927508
tier1,v9.0,v10.1,major_2x,27,11,62.59561057724441,31,253230,954055,97.29249136742857,1272,13,27,on_premise,49,35433,8518,5277,100.0,blue_green,95.54474708055079,scrum,2,1,0,1,0,1,0,1,1,1,66.50929266038221,7,57.61346632419355,11,52,0,0,13,1,3354425,1,1,100.0,20.706245683714286
tier3,v9.2,v9.2,major_1x,36,10,55.153104675526,29,293685,556971,98.26039600764469,1315,4,29,on_premise,29,21842,5437,5264,90.43682971918655,blue_green,17.18802649851704,waterfall,1,1,1,1,1,1,0,1,1,0,82.02088478783942,13,73.9199743601465,2,26,0,0,4,1,2235685,0,1,77.6049649162957,46.330198003822346
tier2,v9.2,v9.0,minor,58,2,54.229531070406246,38,185236,601226,99.32171502733988,1452,3,18,on_premise,39,25521,6586,3073,86.18595564121397,rolling,79.44202916214172,agile,6,1,0,1,1,1,1,1,1,1,62.673153113711045,12,63.336873378554046,2,58,0,0,15,1,3651258,1,1,79.30692843984144,52.62085751366993
tier2,v9.2,v9.0,minor,19,8,62.04829480710088,17,252802,272525,98.07151344445059,1378,12,25,hybrid_cloud,10,26239,6014,2911,88.78454048888185,big_bang,81.27650718969032,scrum,4,1,1,0,0,1,1,0,1,1,74.63947649812891,12,63.49088374734066,2,32,0,1,8,1,1430938,1,1,100.0,22.9757567222253
microfinance,v10.1,v11.0,major_2x,68,16,17.60442985783782,17,84205,493841,97.55803640274229,158,9,14,on_premise,5,12086,4191,2342,68.10274540397053,rolling,47.20103353886985,agile,2,1,0,1,1,1,1,1,1,1,70.6097344814235,14,67.27403329130026,8,25,0,1,3,1,1592529,0,1,100.0,61.61901820137115
tier1,v9.0,v10.1,minor,73,40,69.60528533680238,40,288465,661635,96.75258594785744,1623,10,49,hybrid_cloud,13,30049,3656,1970,85.02053839290485,rolling,22.421104264495,waterfall,2,1,1,0,1,0,1,1,1,1,81.0002895270244,10,79.38666387791274,7,49,0,0,18,0,4083273,1,1,96.51425252324489,11.416292973928705
tier3,v8.2,v10.5,major_1x,67,12,33.77387630331118,16,222325,529848,97.08819962004254,827,8,8,on_premise,16,14829,5181,6298,81.21242599363329,rolling,41.735346147290784,agile,2,1,1,0,1,1,0,0,1,1,88.2170421767674,17,57.49031891142557,1,23,0,0,13,1,1200081,1,1,100.0,54.00409981002127
microfinance,v8.2,v10.5,minor,20,25,38.72466053918114,7,186674,416071,97.5309035571309,142,0,12,private_cloud,11,6551,2071,3948,72.18121800830862,rolling,23.1930350396681,waterfall,2,0,0,1,1,0,1,1,0,1,68.21336021204813,10,57.206563557126735,8,10,0,1,4,1,580449,0,1,91.87424690587996,89.92545177856545
tier3,v10.1,v10.5,minor,62,30,36.325813499159345,17,279691,437126,97.00628133656085,594,5,30,on_premise,22,10418,5212,3138,76.990046600779,blue_green,58.493655347596516,scrum,4,0,1,1,0,1,1,1,1,1,84.19936241129514,13,75.75379128764867,7,28,0,0,12,1,580391,1,1,73.44533401274145,56.62314066828043
microfinance,v8.2,v9.2,major_1x,72,19,35.96875159696219,25,235292,529434,95.4096113018018,446,2,17,hybrid_cloud,15,15933,1264,888,62.43628224393924,big_bang,20.226224460832434,waterfall,3,0,0,1,1,1,1,1,1,1,85.36683631366293,16,48.28630919016262,1,13,0,0,8,1,1238721,0,1,100.0,74.2848056509009
tier1,v9.2,v9.2,minor,64,20,34.48174354242895,38,231481,365096,98.8520828450231,1061,9,35,hybrid_cloud,47,21209,4114,2991,91.41383212262416,blue_green,53.35660583614556,waterfall,7,0,1,1,1,1,1,1,1,1,67.89253108148033,2,72.16873940326555,5,10,1,0,18,1,2904694,0,1,84.85124112980743,33.70604142251156
tier2,v9.0,v10.5,major_2x,47,30,24.486389501312594,41,266911,654674,96.2912785471022,1430,2,41,private_cloud,35,35801,7203,7199,91.61133777858633,big_bang,53.24001665074393,kanban,6,1,1,1,1,0,1,1,1,1,78.80837849507179,10,79.56066990459792,3,30,0,0,11,0,1680964,1,1,83.24069403032524,43.0456392735511
tier2,v8.2,v11.0,major_1x,106,17,20.62920872213559,19,277932,576515,95.8072190568712,759,12,42,private_cloud,9,37010,5192,7462,92.00693330922813,blue_green,13.131475068964454,agile,0,1,1,1,1,1,1,1,1,1,69.27711158148337,7,76.69308812145024,4,62,0,0,6,1,2357044,0,1,85.79296438717483,25.72360952843559
tier3,v8.2,v9.2,major_1x,26,41,37.29276828805555,24,187800,469543,96.93800252522273,246,10,5,hybrid_cloud,15,24523,1764,4766,81.29649968108785,canary,44.968381074384546,waterfall,5,1,0,1,1,1,1,1,0,0,84.54421336006014,13,68.30280100814404,1,16,0,0,3,0,995556,1,1,100.0,61.049001262611355
microfinance,v8.5,v9.2,major_1x,79,8,17.766056160907695,22,147376,330614,95.36398833963237,1162,6,28,on_premise,10,10591,4383,2101,74.23921733621931,big_bang,22.623051945283482,waterfall,2,1,1,1,1,1,1,1,0,0,79.06461233427038,23,66.91119642192332,8,39,1,0,10,0,293415,1,1,97.75353448746448,42.4419941698162
tier2,v8.5,v9.0,major_1x,79,35,28.935366537367386,21,72015,325231,97.9193354229978,478,9,37,public_cloud,24,28691,5649,3800,77.88036374407007,canary,49.923703217123794,kanban,0,1,1,1,1,1,1,1,1,1,84.36612819672202,11,67.96340212802414,3,49,0,0,8,1,2493860,0,1,70.15186794386595,43.89966771149889
tier3,v8.5,v9.0,major_2x,19,7,19.852839803163942,23,66288,140155,97.51504460157292,1399,2,14,private_cloud,22,6029,4829,5276,85.82364004122726,blue_green,13.989093398804016,waterfall,6,1,1,1,0,0,1,1,1,0,80.80177171359543,12,49.17869001119429,4,59,0,0,6,1,2246003,1,1,69.86129228947145,57.77752230078646
tier2,v9.0,v11.0,minor,46,31,20.879797820098936,32,394559,568368,96.43879050536324,433,3,16,hybrid_cloud,14,11369,3251,7735,83.82029867312767,big_bang,35.5186559145879,agile,5,0,1,1,1,0,0,1,1,1,89.62788746063748,10,46.26433765324085,8,63,0,1,16,1,2698521,1,1,100.0,72.55939525268163
tier3,v9.2,v9.2,minor,95,35,60.9494677938846,32,175572,591782,98.66639505655176,585,2,13,hybrid_cloud,6,23039,1644,3253,75.53764356363763,big_bang,43.23511831816924,scrum,1,1,1,1,0,0,1,1,0,1,79.18863906315092,16,71.15862097648414,10,35,0,0,6,0,2252395,1,1,82.22617842221382,75.13319752827589
tier2,v9.2,v9.2,minor,16,22,54.372998753884886,26,171885,332133,98.69391468062052,1582,1,32,hybrid_cloud,19,35599,5547,6586,86.2358913506202,canary,53.082710060899565,waterfall,3,1,1,1,0,1,1,1,1,1,88.37445980451177,11,68.18298609375098,6,6,0,0,4,1,2770278,1,1,30.90695863827214,48.70695734031027
microfinance,v9.2,v10.1,major_2x,36,12,59.2400482704716,7,236499,183015,95.47848633146728,763,8,19,on_premise,16,7450,3867,1279,74.97757772078685,big_bang,12.003826102179646,agile,3,1,1,1,1,0,1,1,1,0,76.52525054512587,17,71.13224272239366,7,41,0,0,7,0,698511,0,1,100.0,48.979243165733635
tier3,v9.0,v11.0,major_2x,55,7,47.86338724382216,10,65809,359023,97.89889376698052,908,8,24,on_premise,18,6912,2003,2786,78.54748712167357,rolling,32.54061226418578,scrum,0,1,1,1,1,1,1,1,1,1,69.31045371131813,16,46.71678835040381,6,12,1,1,12,0,1377951,1,1,99.9606893313653,44.78944688349026
tier2,v9.0,v11.0,minor,87,40,64.44785621496679,21,87371,771527,96.82158678217377,567,6,27,hybrid_cloud,17,16318,7705,4309,76.5854542060923,rolling,49.202942199147266,agile,1,0,1,1,1,0,1,1,1,1,68.10850947588791,10,48.875772109235925,8,54,1,0,14,1,3629944,1,1,88.78569866518592,55.57079339108688
tier1,v8.5,v10.1,major_1x,61,8,51.67252013647606,13,439426,412781,98.8934669562649,1699,9,18,hybrid_cloud,46,21451,7946,7841,90.70980051104338,blue_green,21.904130160145833,waterfall,3,1,1,1,1,1,0,1,1,1,73.56091763933783,13,52.1914453532249,7,9,0,0,11,1,4770985,0,1,92.22269536755678,29.466733478132454
tier2,v8.2,v10.1,minor,89,5,41.83933570453408,12,250499,796929,98.59994894701626,1341,9,23,private_cloud,36,35706,7465,5475,82.2944231080695,big_bang,55.15321285610073,agile,1,0,1,1,1,1,1,1,1,0,81.31488948171616,10,78.32055471665524,11,44,0,0,10,1,1620837,0,1,98.3467497668862,33.97997447350812
tier2,v10.1,v9.0,minor,71,10,45.743425105491404,8,167800,559446,96.0204396937944,561,1,35,private_cloud,10,28458,2974,2149,95.48342990084411,blue_green,27.76308431569394,scrum,3,1,1,1,0,0,0,0,0,1,67.77041522655657,9,52.04965189335585,10,20,0,0,14,1,3733475,0,1,82.2472650534996,66.2902198468972
